timestamp,distance,speed,enhanced_speed,heart_rate,cadence,power,altitude,enhanced_altitude,position_lat,position_long,latitude_degrees,longitude_degrees
2026-02-06T15:35:04,16528.28,6.131,6.131,124,81,112,0.0,0.0,426917696,1660050176,35.783827900886536,139.14379835128784
2026-02-06T15:35:05,16534.3,6.128,6.128,123,80,112,0.0,0.0,426918336,1660050176,35.78388154506683,139.14379835128784
2026-02-06T15:35:06,16540.54,6.126,6.126,123,81,112,0.0,0.0,426918976,1660050176,35.78393518924713,139.14379835128784
2026-02-06T15:35:07,16546.7,6.132,6.132,123,80,112,0.0,0.0,426919648,1660050176,35.783991515636444,139.14379835128784
2026-02-06T15:35:08,16552.77,6.143,6.143,123,80,112,0.0,0.0,426920288,1660050176,35.78404515981674,139.14379835128784
2026-02-06T15:35:09,16558.71,6.157,6.157,123,80,113,0.0,0.0,426920928,1660050176,35.78409880399704,139.14379835128784
2026-02-06T15:35:10,16565.08,6.168,6.168,123,79,113,0.0,0.0,426921568,1660050176,35.78415244817734,139.14379835128784
2026-02-06T15:35:11,16571.06,6.181,6.181,123,80,113,0.0,0.0,426922304,1660050176,35.78421413898468,139.14379835128784
2026-02-06T15:35:12,16577.46,6.191,6.191,123,80,113,0.0,0.0,426922944,1660050176,35.78426778316498,139.14379835128784
2026-02-06T15:35:13,16583.75,6.201,6.201,123,81,112,0.0,0.0,426923584,1660050176,35.784321427345276,139.14379835128784
2026-02-06T15:35:14,16589.82,6.209,6.209,122,81,112,0.0,0.0,426924256,1660050176,35.78437775373459,139.14379835128784
2026-02-06T15:35:15,16596.13,6.216,6.216,122,80,112,0.0,0.0,426924928,1660050176,35.7844340801239,139.14379835128784
2026-02-06T15:35:16,16602.32,6.223,6.223,122,79,112,0.0,0.0,426925568,1660050176,35.7844877243042,139.14379835128784
2026-02-06T15:35:17,16608.59,6.229,6.229,122,79,113,0.0,0.0,426926272,1660050176,35.78454673290253,139.14379835128784
2026-02-06T15:35:18,16614.62,6.237,6.237,122,80,113,0.0,0.0,426926976,1660050176,35.784605741500854,139.14379835128784
2026-02-06T15:35:19,16620.75,6.245,6.245,122,80,113,0.0,0.0,426927680,1660050048,35.78466475009918,139.14378762245178
2026-02-06T15:35:20,16627.11,6.254,6.254,122,80,112,0.0,0.0,426928320,1660050048,35.78471839427948,139.14378762245178
2026-02-06T15:35:21,16633.62,6.263,6.263,122,80,112,0.0,0.0,426928992,1660050048,35.78477472066879,139.14378762245178
2026-02-06T15:35:22,16639.63,6.271,6.271,122,80,112,0.0,0.0,426929632,1660049792,35.78482836484909,139.14376616477966
2026-02-06T15:35:23,16646.18,6.282,6.282,121,78,112,0.0,0.0,426930304,1660049664,35.7848846912384,139.1437554359436
2026-02-06T15:35:24,16652.2,6.293,6.293,121,78,112,0.0,0.0,426930944,1660049664,35.7849383354187,139.1437554359436
2026-02-06T15:35:25,16658.76,6.309,6.309,121,78,113,0.0,0.0,426931680,1660049664,35.785000026226044,139.1437554359436
2026-02-06T15:35:26,16664.8,6.324,6.324,121,79,113,0.0,0.0,426932352,1660049280,35.785056352615356,139.14372324943542
2026-02-06T15:35:27,16671.37,6.34,6.34,121,79,113,0.0,0.0,426932896,1660049152,35.78510195016861,139.14371252059937
2026-02-06T15:35:28,16677.57,6.36,6.36,121,79,113,0.0,0.0,426933600,1660048768,35.78516095876694,139.1436803340912
2026-02-06T15:35:29,16683.57,6.378,6.378,121,79,112,0.0,0.0,426934240,1660048512,35.785214602947235,139.14365887641907
2026-02-06T15:35:30,16690.4,6.4,6.4,121,80,112,0.0,0.0,426934816,1660048128,35.7852628827095,139.1436266899109
2026-02-06T15:35:31,16696.83,6.426,6.426,121,80,112,0.0,0.0,426935456,1660047872,35.7853165268898,139.14360523223877
2026-02-06T15:35:32,16703.18,6.451,6.451,121,80,112,0.0,0.0,426936096,1660047488,35.7853701710701,139.1435730457306
2026-02-06T15:35:33,16709.74,6.483,6.483,121,79,112,0.0,0.0,426936672,1660046848,35.78541845083237,139.1435194015503
2026-02-06T15:35:34,16716.27,6.514,6.514,121,80,112,0.0,0.0,426937184,1660046336,35.785461366176605,139.14347648620605
2026-02-06T15:35:35,16722.77,6.548,6.548,121,81,112,0.0,0.0,426937792,1660045952,35.78551232814789,139.14344429969788
2026-02-06T15:35:36,16729.13,6.59,6.59,121,81,112,0.0,0.0,426938272,1660045312,35.78555256128311,139.14339065551758
2026-02-06T15:35:37,16735.95,6.629,6.629,120,82,112,0.0,0.0,426938720,1660044672,35.78559011220932,139.14333701133728
2026-02-06T15:35:38,16742.69,6.677,6.677,120,81,112,0.0,0.0,426939200,1660044032,35.78563034534454,139.14328336715698
2026-02-06T15:35:39,16749.1,6.722,6.722,120,81,112,0.0,0.0,426939584,1660043264,35.78566253185272,139.14321899414062
